text,channel_id
"🇬🇧🇺🇦 Принц Гарри, член британской королевской семьи, сын короля Карла III и принцессы Дианы, и его супруга, американская актриса Меган Маркл, в одной компании с Тайрой

🤯 Они мило общаются с идейной нацисткой Юлией Паевской из батальона «Азов», по кличке «Тайра». 

Напомним, Тайра убивала мирных жителей в Мариуполе. Ее взяли в плен при попытке побега из города. Как она «уплыла» из российского плена – это отдельная история.",1453804949
"Главу Росавиации отправят в отставку

Александр Нерадько покинет свой пост в ближайшее время. Решение о его отставке принято на уровне правительства и может быть объявлено 15 сентября, сообщают «Известия». 

На смену ему рассматриваются две кандидатуры: его заместителя Владимира Потешкина и председателя Межгосударственного авиационного комитета (МАК) и экс-замглавы Росавиации Олега Сторчевого.

Нерадько возглавляет Росавиацию с 2009 года. К его работе были претензии — в мае 2022 года он получил замечание от правительства за ненадлежащее исполнение им должностных обязанностей. 

Выговор со стороны премьер-министра РФ Михаила Мишустина был сделан из-за системного неисполнения главой Росавиации поручений министра транспорта Виталия Савельева и правительства.

ВКонтакте / YouTube / Телеграм",1212381164
"Бельгия присоединится к обучению украинских пилотов на истребителях F-16, - министр обороны страны Людовин Дедондер

В 2024 году бельгийцы отправят в Данию два самолета, которые будут использоваться для учений. 

Кроме этого, ведомство направит отряд из примерно 50 военных, преимущественно технического персонала, которые будут отвечать за развертывание F-16.

🇺🇦 Украина Сейчас / Подписаться",1197363285
"Доброе сентябрьское утро, страна! 

Отопительный сезон в большинстве наших регионов не начался, но все еще впереди, а этот памятник создан именно для напоминания о нем. Инициаторами создания памятника стали самарские энергетики, а находится он прямо на стене самарской ТЭЦ. Моделью послужила старейшая батарея, отслужившая 90 лет в местном музее.

Итак, хорошей солнечной субботы и теплых объятий от близких и друзей всем и каждому нашему подписчику.

#Последний_политрук
Рука Кремля - подписаться",1324886832
"Ненавижу, когда в моей квартире пахнет только что приготовленной едой! Особенно когда приходят гости. Особенно когда я эту еду перед их приходом всю съел. 
#Короче_ненависть",1170286856
"Собрали самое интересное в нашем утреннем дайджесте:

📌 Спрос на ипотеку в России вырос на 113%;

📌 Количество незаконно построенного жилья растет ежегодно;

📌Президент Польши Анджей Дуда может в ближайшее время встретиться с украинским коллегой Владимиром Зеленским;

📌 Ученые выяснили, что синдром хронической усталости может возникать из-за вирусов.

😎 Подписаться на IZ.RU",1003698528
"[МНЕНИЕ ЧИТАТЕЛЕЙ] Final Fantasy VII Rebirth выйдет 29 февраля 2024 года
На прошедшей презентации State of Play, которая была проведена компанией Sony ночью 15 сентября, состоялся анонс даты релизы продолжения ремейка Final Fantasy VII.  Сообщается, что ожидаемый проект выйдет 29 февраля 2024 года и будет эксклюзивен для консоли PlayStation 5. При этом в...",1187637759
"#Сводка на утро 16 сентября 2023 года

▪️На Запорожском фронте продолжается оборонительная операция ВС России на рубеже Работино-Вербовое. Враг, доставляя малые группы десанта на бронетехнике к ЛБС, пытается прорвать нашу оборону, несмотря на свои тяжелые потери, артиллерийские и авиационные удары Армии России.

▪️На Херсонском направлении продолжаются бои за острова в пойме р. Днепр, ВСУ наносит удары по нашему берегу, под огнем нацистов мирное население Херсонской области.

▪️Тяжелые бои у Клещеевки и Андреевки на южном фланге Артемовского (Бахмутского) направления. 

▪️На Купянском направлении артиллерийские дуэли, уничтожена американская радиолокационная станция контрбатарейной борьбы AN/TPQ-48.

▪️В Черном море повысилась активность малых безэкипажных катеров-камикадзе ВСУ. За прошедшие сутки малым ракетным кораблем «Аскольд» Черноморского флота России уничтожен еще один надводный дрон противника.

▪️Продолжаются обстрелы прифронтовых регионов России. В Курской области под огнем оказался н.п. Елизаветовка в Глушковском районе. В ДНР от огня ВСУ пострадал мирный житель. Ночью ПВО уничтожила вражеские дроны над Калужской и Тверской областями.

Сводку составили: Два майора",1663948542
"❗️В московских аэропортах произошла массовая задержка рейсов. 

Около 30 полетов задержаны во Внуково, Домодедово и Шереметьево. Еще четыре рейса были отменены

👉 Подпишись на Ленту дня",1115468824
"❗️Медведев в ДНР

Сообщается, что зампредседателя Совета безопасности России Дмитрий Медведев посетил полигон в ДНР вблизи линии соприкосновения. 

Медведеву рассказали о ходе обучения и условиях службы военнослужащих, которых набрали по контракту.

@warblizko",1385147253
"Румыния: перевозки украинских грузов на фоне разрушения портовой инфраструктуры противника. 

Reuters сообщает, что министр транспорта Румынии заявил о планах удвоить ежемесячные транзитные мощности для украинского зерна через  порт Констанца в ближайшие месяцы.

“Уровень транзита, которого мы хотим достичь в ближайшие месяцы, составляет четыре миллиона тонн, и это возможно”, - сказал министр транспорта Румынии после встречи с официальными лицами Украины, Молдовы, Европейской комиссии и Госдепа США.

Меры, которые увеличат пропускную способность, включают увеличение персонала для облегчения прохода судов по каналу Сулина на Дунае и финансируемый ЕС проект по обеспечению круглосуточного судоходства по каналу, который должен быть завершен к ноябрю. Канал Сулина ведет к порту Констанца на Черном море.

Перевалка зерна с судна на судно в Констанце поможет увеличить пропускную способность на 500 000 тонн ежемесячно. Это позволяет небольшим судам, перевозящим зерно, перегружать его непосредственно на более крупные суда в порту.

Порт Констанца стал крупнейшим альтернативным экспортным маршрутом Киева, где зерно доставляется автомобильным, железнодорожным транспортом или баржами через Дунай.

Украина уже экспортировала через Констанцу больше зерна, чем в 2022 году, хотя объемы в последнее время упали. Россия нанесла удары по украинским портам 118 раз: около трети портовой инфраструктуры Украины повреждено или разрушено .

Два майора",1513431778
"«Я написал бумагу на имя командира части с просьбой направить меня в Афганистан. Это был самый-самый расцвет, я хотел в Афганистан. Я патриот. Я как этот УАЗик, на основе которого сделана машина «Патриот». Я везде пройду, везде пролезу. Я когда был маленький, мне было 10 лет, я шел школу – выходил из подъезда и попадал в арку. А там ветер сумасшедший - труба! Метель, зима, снег, пурга в морду. И сгибался в три погибели, нос над асфальтом, шел и говорил: «Врешь, не возьмешь!  Я советский солдат!» Вот я патриот. И когда говорят в Америка эмигранты: «ну как там у вас в рашке?», мне хочется по роже дать. Я этого не приемлю»: Умер заслуженный артист России Вячеслав Гришечкин, звезда сериала «Солдаты»",1069772626
"⛓🔗События в Нигере и Габоне – звенья одной цепи

В июле и августе этого года случились перевороты в двух африканских странах. Произошедшее в Нигере и Габоне свидетельствует о начавшемся распаде неоколониальной западной системы. 

🇺🇸На смену американоцентричному мировому порядку должно прийти более справедливое мироустройство.",1453804949
"🇦🇹 🇷🇺 Приму Баварского государственного балета Приску Цайзель затравили после выступления в Севастополе

Об участии Цайзель в гала-концерте сообщили журналисты газеты Suddeutsche Zeitung.  

Известно, что руководство знало о приглашении Цайзель в Севастополь. Они сообщили балерине, что выступление может состояться, но без их согласия. В итоге балерина поехала в Севастополь во время своего отпуска, несмотря на все возможные последствия и сейчас уволена в запас. 

📓Блокнот Россия 🇷🇺",1338337113
"🏴󠁧󠁢󠁥󠁮󠁧󠁿😁 «Ман Сити» очень круто объявил о продлении Кайла Уокера до лета 2026 года. 

Презентация новой сделки — отсылка к легендарному фильму «Волк с Уолл-Стрит».",1345867884
"🌟🌟 Эмблемы двух клубов РПЛ вошли в топ-100 лучших по версии портала FourFourTwo

Согласны с выбором? 👇

https://sprts.cc/aeoIig

@sportsru",1006869491
"🇷🇺 Минобороны России показало кадры боевой работы экипажей штурмовиков Су-25СМ Центрального военного округа по позициям ВСУ на Краснолиманском направлении спецоперации.

👍 Телеграм-канал «Иди и Смотри»",1756041380
"Американское издание Axios сообщает, что власти США не собираются объявлять о передаче Киеву ракет большой дальности ATACMS во время предстоящего на следующей неделе визита президента Украины Владимира Зеленского в Соединенные Штаты.
По его сведениям источников Axios в американских политических кругах, вопрос поставок тактических ракет ATACMS поднимался в ходе недавней поездки госсекретаря США Энтони Блинкена на Украину, однако Белый дом пока не принял окончательного решения на этот счет. В пакет военной помощи Украине, о котором власти США объявят в ходе визита в страну господина Зеленского, данный вид вооружений точно не войдет, подчеркивает издание.",1850958461
"Глава МВД Казахстана призвал коллег по СНГ сообща встать на пути транснациональных организованных группировок

""Как показывает практика, эта сфера уже не ограничивается ""традиционными"" преступлениями"", - сказал Ержан Саденов, выступая на заседании Совета министров внутренних дел государств Содружества.

@SPUTNIKBY",1130470002
Благодаря Ким Чен Ыну на Дальнем Востоке впервые публично засветился самолет МиГ-31К и гиперзвуковая ракета «Кинжал»,1111348665
"🇷🇺🇩🇿Кстати пишут, что первоисточником фотографий Суровикина в Алжире стал аккаунт мечети.

Подписаться на канал",1205641526
"В Госдуме хотят запретить мигрантам привозить в Россию свои семьи 👨‍👩‍👧. 

Мигранты привозят в страну свою семью, жён, детей и родителей, а потом Россия должна тратить большие деньги на их социальное обеспечение — школы, детсады, медицину, считают депутаты

Чаще всего семья мигранта не работает, в итоге они «сидят на шее у россиян-налогоплательщиков». Гораздо проще просто запретить им переезжать, считают в Госдуме

@ovsyanka",1141576790
"Запрет на экспорт украинского зерна в странах ЕС – Зеленский обещал ответить

15 сентября истек запрет на экспорт зерна из Украины в страны Евросоюза. Еврокомиссия не стала его продлевать, даже несмотря на протесты некоторых странах, в частности, Польши, Словакии и Венгрии. Там переживают, что местные производители не смогут выжить, если рынок будет наводнен украинским зерном. Министр сельского хозяйства Венгрии сообщил, что в стране действует запрет на ввоз более двадцати наименований украинских продуктов. В список, помимо зерновых, вошли мясо, яйца, овощи, мед, семена подсолнечника.

После таких заявлений президент Украины пригрозил ответом. 

https://t.me/orda_kz",1499924082
"Румыния: перевозки украинских грузов на фоне разрушения портовой инфраструктуры противника. 

Reuters сообщает, что министр транспорта Румынии заявил о планах удвоить ежемесячные транзитные мощности для украинского зерна через  порт Констанца в ближайшие месяцы.

“Уровень транзита, которого мы хотим достичь в ближайшие месяцы, составляет четыре миллиона тонн, и это возможно”, - сказал министр транспорта Румынии после встречи с официальными лицами Украины, Молдовы, Европейской комиссии и Госдепа США.

Меры, которые увеличат пропускную способность, включают увеличение персонала для облегчения прохода судов по каналу Сулина на Дунае и финансируемый ЕС проект по обеспечению круглосуточного судоходства по каналу, который должен быть завершен к ноябрю. Канал Сулина ведет к порту Констанца на Черном море.

Перевалка зерна с судна на судно в Констанце поможет увеличить пропускную способность на 500 000 тонн ежемесячно. Это позволяет небольшим судам, перевозящим зерно, перегружать его непосредственно на более крупные суда в порту.

Порт Констанца стал крупнейшим альтернативным экспортным маршрутом Киева, где зерно доставляется автомобильным, железнодорожным транспортом или баржами через Дунай.

Украина уже экспортировала через Констанцу больше зерна, чем в 2022 году, хотя объемы в последнее время упали. Россия нанесла удары по украинским портам 118 раз: около трети портовой инфраструктуры Украины повреждено или разрушено .

Два майора",1663948542
"Последняя надежда киевского режима – американские истребители F-16, поставки которых на той стороне Днепра ждут как второго пришествия. 

Будет ли их надежда оправдана? У нас есть ответ на этот вопрос.

🎯 @opersvodki",1663948542
"С 16 сентября в Минске откроются сельхозярмарки выходного дня

Они будут работать во всех районах столицы по 26 ноября. 

Места и даты проведения ярмарок — на сайте Sputnik Беларусь.

@SPUTNIKBY",1130470002
Камчыбек Ташиев призвал Таджикистан отказаться от территориальных претензий,1118975050
"Купить новый iPhone 15 хотят лишь 29% россиян, да и то ближе к Новому году. Приобрести флагман от Apple в первые дни продаж готовы 9% граждан.  

Согласно данным онлайн-гипермаркета ""ВсеИнструменты ру"" (есть у РИА Новости), главной причиной для отказа от гаджета является его высокая стоимость. Оптимальной ценой на iPhone россияне считают сумму от 30 до 40 тысяч рублей.",1565562058
"Разведка США узнала о пропаже Министра обороны Китая, встречавшегося с Путиным - Financial Times
На своей должности чиновник пробыл всего полгода.⁠
🗣 Автор: Nacvark 🔵 #блоги
▫️ Читать ► https://ovcl.ru/FNn",1391658578
"Финская таможня вводит контроль за ввозом авто из РФ и на границе с Норвегией

Таможня Финляндии будет контролировать въезд автомобилей с российскими номерами не только на границе с Россией, но и на своей восточной границе с Норвегией. Об этом говорится в сообщении финской таможни.

Глава департамента контроля таможни Финляндии Сами Ракшит объяснил это тем, что Норвегия не входит в Евросоюз (ЕС), а санкции запрещают ввоз автомобилей на территорию ЕС.

Ракшит отметил, что таким образом Финляндия, а также Эстония, Латвия и Литва реализуют единообразное применение санкций на внешних границах ЕС.

Подписаться на DP.RU",1006323643
"В Санкт-Петербурге ночью сгорел крупный ресторан BBQ beer.

Подписаться|Реклама|Поддержать",1397951851
"«Белочка в полный рост»: коротко о том, как создаются мракобесные посты Димки Медведева

#юмор 

🚀Подписаться / Eng Twitter / YouTube / Eng Тelegram",1722167948
"The New York Times: Санкции и другие виды наказания душат экономику Нигера, растут цены на продовольствие и дефицит многих лекарств. Но новые лидеры не отступают, и платить за это приходиться все более высокую цену. По данным Всемирной продовольственной программы, на пороге Нигера скопилось более 7 тыс. тонн продовольствия, и 40% из 25-миллионного населения могут столкнуться с острой нехваткой продовольствия, если границы не будут открыты. В то время как полки продовольственных магазинов и аптек пустеют, нарастает гнев против стран Западной Африки и Франции. Недавно десятки тысяч демонстрантов собрались перед военной базой в Ниамее, забили петуха – символ Франции – и пронесли гроб для президента Эммануэля Макрона. Они размахивали плакатами с надписью «Смерть Франции» и топтали французские флаги. Школьная учительница Оуму Майга опасается, что в этом году из-за санкций родителям будет трудно прокормить детей или купить им школьные принадлежности. Но это не имеет большого значения, добавила она: «Мы просто не хотим видеть здесь Макрона. Он думает о Нигере как о провинции Франции». Некоторые европейские коллеги разделяют разочарование в отношении Макрона. Один из западных дипломатов, работающий в Нигере, на условиях анонимности обвинил Париж в эскалации напряженности в отношениях с хунтой из-за провокационной позиции. По словам другого эксперта, правительство Франции втягивает своих партнеров в порочный круг растущего недоверия к новым властям страны, что может подорвать более широкое участие Европы в делах региона. #Нигер

Подписаться.",1850958461
"«Contra, которую мы так долго ждали»: игроков порадовал анонсирующий трейлер Contra: Operation Galuga — переосмысления классики 1987 года 
https://3dnews.ru/1093124?utm_source=nova&utm_medium=tg&utm_campaign=main",1065865491
"Онлайн-школа Skyeng извинилась за рекламу с фотографией военного после жалобы депутата Хинштейна.

В рекламной публикации школы был изображен солдат в военной форме, которой сидит, опустив голову, и написан слоган: «Больше года не виделся с друзьями, которые уехали и безумно скучаешь по ним? Английский + IT топовое сочетание, которое поможет получить зарубежный оффер».

«Читается это так: пока твои друзья воюют, учи английский, получай зарубежный оффер и уезжай из России», — написал депутат Хинштейн.

«Наша команда считает инцидент непозволительным и приносит извинения за несовершенство процессов внутри компании. Произошедшее стало для нас уроком на будущее», — заявили  в пресс-службе Skyeng.

В компании назвали рекламу «непозволительным креативом». Рекламу удалили.",1700501351
"😄 В Крыму продали первые национализированные объекты украинских олигархов

Выручка составила более чем 815 млн рублей. Скоро местные власти выставят на продажу порядка еще 100 таких объектов, включая квартиру Зеленского, сообщили власти полуострова.

✅ На фотографии дом в Ялтинском районе Крыма, в котором находится квартира Зеленского, которую он безуспешно пытался продать за 50 млн рублей.",1453804949
"Предатель получил 12,5 лет за шпионаж 

Москвич захотел заработать пару чемоданов вечнозелёных. Для этого он нашёл выходы на представителей Пентагона и попытался передать им информацию о российских военных технологиях. 

🤬 — тут пожизненное надо давать! 

СВО НОВОСТИ - подписаться",1518222288
"❗️Федеральная резервная система теряет 758 миллионов долларов в день выплачивая проценты коммерческим банкам по сделкам обратного репо и проценты по резервам

Прямые потери уже достигли 100 миллиардов долларов. 

Wall Street Silver уточняет, что ""до того, как начались все эти дикие игры, ФРС каждый год отправляла свою прибыль в Казначейство США. Обычно это составляло несколько миллиардов долларов в год.

Но сейчас ФРС несет огромные потери
по портфелю облигаций и огромные ежедневные
потери по деньгам, которые она должна выплачивать
коммерческим банкам, чтобы удержать систему от развала"".",1227956015
"😡 Россия уже 118 раз наносила удары по украинским портам с момента выхода из «зерновой сделки», - Reuters 

В результате каждый третий объект портовой инфраструктуры поврежден или разрушен.

🇺🇦 Украина Сейчас / Подписаться",1197363285
"Если ты учитель - должен носить паранджу и юбку в пол, длинные волосы, собранные в косу. Это, если ты женщина. К мужчинам требования, наверное, тоже есть, но поскольку учителей-мужчин не сильно много, звучат они реже.

В Ишиме молодую учительницу уволили только за то, что она отказалась удалить из сети фото, кому-то показавшиеся слишком откровенными. Ничего откровенного в этих фото, к слову, нет, это не фотосессия в стиле «ню», и любой, кто не был заперт в монастыре последние лет 30, видел и видит такое на каждом шагу. 22-летняя Анастасия, работавшая в школе, но мечтавшая о модельной сфере, а потому в свободное время фотографировавшаяся в различных образах, в монастыре точно заперта не была и ничего предосудительного в своем увлечении не видела. Зато увидел пожилой местный блогер, много лет боровшийся с властью, и понял, что это его шанс снести зама города по образованию. Зама он конечно, не снес, а вот 22-летнюю учительницу поставили перед выбором: либо она удалит фото, либо лишится такого замечательного места работы, как школа. Анастасия, получавшая целых 15 тысяч рублей в месяц за шестидневную рабочую неделю, почему-то за школу цепляться не стала и ушла.

Все участники этой истории почему-то апеллируют к детям: какой пример им подавала учительница в купальнике. Ок, давайте разберем.

Учительница в купальнике всем своим видом говорила: даже если вы, отучившись неплохо в школе 11 лет, а потом в университете 4 года, пойдете работать туда, где будете получать меньше уборщицы, вы не перестанете быть человеком. Вы все равно можете быть красивыми и иметь увлечения. Педагогика - это не конец жизни и не удел задротов. И да, если вам хочется самовыразиться (а кому не хочется этого в молодости), вам не нужно уезжать из маленького Ишима, где все друг друга знают. Вы не должны переезжать в Тюмень, Екатеринбург, Москву, оставляя Ишим старикам.

Но ишимские ханжи показали, что все не так. Если вы хотите быть собой, делать это нужно не в Ишиме. И уж никак не в учительской среде.♾️

@NashGorodru
 
Прислать новость @ng72_bot",1155864721
"Исследование: О готовности купить новый iPhone 15 в первые дни продаж заявили примерно 10% россиян (13-14 млн человек). Примерно 30% россиян (35-39 млн человек), заявили о желании и готовности приобрести флагман от Apple ближе к Новому году, после снижения цены. Аналитики отмечают, что это стандартные объемы продаж Айфона в России, и снижения интереса к смартфонам этого бренда не наблюдается. @tgrussia",1421378021
"Знаменитая книжная серия Сергея Лукьяненко станет сериалом.
Разработкой Дозоров займется «Плюс Студия» и «Первый канал».",1237855166
"⚡️ Есть что посмотреть в нашем Фильмаче, обновили каталог фильмов:

🟠Фэнтези «Подземелья и драконы: Честь среди воров» (да-да, именно по D&D);

🟠Южнокорейская драма «Луна» с k-pop звездой в главной роли;

🟠Мультфильм «Человек-паук: Паутина вселенных»;

🟠Триллер «Рай земной», в котором фармацевтический конгломерат изобрёл продажу лет своей жизни;

🟠Фэнтези «Аватар: Путь воды», в представлении не нуждается; 

🟠Боевик про киллеров «Охота на короля».

В хорошем качестве и с русской озвучкой, смотри прямо сейчас и подпишись на наш Rutube, чтобы ничего не пропустить.",1009232144
"The Wall Street Journal: США могут поставить Украине ATACMS уже этой осенью, но в ограниченном числе
Американцы неоднократно сообщали о небольших запасах данного типа ракет.⁠
🗣 Автор: Nacvark 🔵 #блоги
▫️ Читать ► https://ovcl.ru/FNS",1391658578
"Творожная галета с яйцом и зелёным луком 

👉🏻КБЖУ на 100 грамм: 202.4/13/10.3/14.5

Ингредиенты:
• Творог в брикете -180 грамм(9%)
• Яйцо куриное -2 штуки⁣
• Соль- по вкусу⁣
• Мука (любая, у меня рисовая)-80 грамм
• Отварные яйца-5 штук⁣
• Сыр твёрдый - 100 грамм
• Зелёный лук (по вкусу)

Вкусные рецепты | #выпечка",1524310342
"Российская педерация разваливается на глазах.

В Барнауле фасад жилого дома тупо обрушился прямо на людей и припаркованные автомобили 💁🏼‍♂️

ТРУХА⚡️Украина | Прислать новость",1199360700
"The New York Times: Более тесные связи между Пхеньяном и Москвой могут уменьшить их зависимость от Пекина. Это может снизить предполагаемое влияние Китая на глобальных переговорах по прекращению конфликта на Украине и ограничению ядерной программы Северной Кореи. Сотрудничество может подтолкнуть Россию и КНДР к наращиванию провокационных действий. Это может стать головной болью для Пекина, который хочет избежать усиления давления на Пхеньян и Москву. Китай также стремится не допустить сближения своих соседей с Вашингтоном. Он борется за альтернативный миропорядок. Однако для достижения успеха в долгосрочной перспективе Пекину потребуется более широкая поддержка, в том числе со стороны союзников США по всему миру. В этом отношении Си не добился особых успехов. Даже сейчас Китай должен взвесить, насколько тесно он хочет сотрудничать с Россией и Северной Кореей. Любая внешняя видимость укрепления оси Китай-Россия-КНДР может только подорвать его интересы. Это будет противоречить критике Пекина «блоковости», а союзники Вашингтона будут более тесно сотрудничать. Символизм визита Кима в Россию, а не в Китай, в его первую заграничную поездку за более чем три года, несомненен. #Китай #США #СевернаяКорея

Подписаться.",1850958461
"💵Суд в Киеве увеличил размер залога арестованному украинскому бизнесмену Игорю Коломойскому до 3,891 миллиарда гривен (около 105 миллионов долларов)",1552600246
"🇷🇺🇺🇸 Анализ ситуации на фронте от врагов

Основное из выводов американского Института изучения войны:
▪️Российские силы провели очередную серию ударов беспилотников «Шахед-131/-136» по тылам Украины.
▪️Российские войска вели наступательные действия на рубеже Купянск, Сватово, Кременная, в районе Бахмута, на линии Авдеевка, на западе Запорожской области и продвинулись на отдельных участках.
▪️Российские войска продвинулись западнее Райгородка (12 км к западу от Сватово).
▪️Украинские войска вели наступательные операции на линии Святое-Кременьная, но не продвинулись вперед.
▪️Украинские силы безуспешно атаковали район Торского (15 км к западу от Кременной).
▪️Российские войска отразили наступление украинской армии в районе Майорского (21 км к югу от Бахмута).
▪️Украинские силы продолжили наступление на границе Донецкой и Запорожской областей, но не добились каких-либо заявленных или подтвержденных успехов.
▪️Украинские силы провели безуспешные атаки в районах Приютного, Старомайорского, Урожайного, Новомайорского и Новодонецкого.
▪️Украинские силы провели безуспешные атаки в районе Роботино и Вербового.
t.me/RVvoenkor",1355540894
"💰 До 0,5 млн рублей в месяц получает самый высокооплачиваемый игрок Медиалиги – экс-футболист сборной России

На 2-м месте – легенда медиафутбола 🤔

https://sprts.cc/xDBAEn

@sportsru",1006869491
"Российский военный грузовик сбил насмерть мужчину на пешеходном переходе в оккупированном Луганске и уехал.. 

Так же поражает реакция остальных участников движения - никто не остановился, никто не вышел..",1167628387
